,index,total_star,durability_star,price_star,design_star,delievery_star,date,review_cleaned,help,sentiment
6673,7646,5.0,5.0,5.0,5.0,5.0,2021.06.14,배송 온 거 보고 좀 실망했는데 조립해서 앉아보니 엄청 편안해요 가격대비 만족합니다,0,1
6674,7647,5.0,5.0,5.0,5.0,5.0,2021.06.13,찐 지금은 앉기 쫌 더운데도 찐,0,1
6675,7648,5.0,5.0,5.0,5.0,5.0,2021.06.12,멍뭉이두 좋아하네오 앉아있으니 스르륵 잠이오네요,0,1
6676,7649,5.0,5.0,5.0,5.0,5.0,2021.06.10,수유의자로쓸려거 샀어요엄청편해요,0,1
6677,7650,5.0,5.0,5.0,5.0,5.0,2021.06.10,친구 선물해줬는데 엄청 편하다고 요즘엔 여기에만 앉아있는다고 하네영 저도 집들이 갔다가 앉아봤는데 너무 편해서 하나 살까봐요,0,1
6678,7651,5.0,5.0,5.0,5.0,5.0,2021.06.10,선물 해줬는데 너무 편하고 만족해합니다,0,1
6679,7652,5.0,5.0,5.0,5.0,5.0,2021.06.09,푹신푹신 좋아요 너무 잘샀습니당,0,1
6680,7653,5.0,5.0,5.0,5.0,5.0,2021.06.09,살까말까 망설였는데 막상 사서 앉아보니 엄청 편해요 원래 의자에 오래 앉아있는거 별로 안좋아하는데 한번도 안일어나고 영화한편 다봤네요,0,1
6681,7654,5.0,5.0,5.0,5.0,5.0,2021.06.08,조립도 쉽고 편해요 칼라도 깨끗하고 고급져요,0,1
6682,7655,5.0,5.0,5.0,5.0,5.0,2021.06.05,내내 사고싶던 의자인데 조립도 쉽고 후기처럼 진짜 편합니다,0,1
6683,7656,5.0,5.0,5.0,5.0,5.0,2021.06.05,늘 침대에서 뒹굴던 저를 그래도 바닥으로 꺼내준 고마운 의자입니다 침대에서 오랜시간 앉아있으니 몸이 점점 망가진다는 느낌이 들어서 원래 전동리클라이너를 찾아보다가 알게되었어요 평이 워낙 좋아서 사봤는데 실제로 사용해보니 더 좋네요 다만 처음 왔을 땐 아무리 아이보리여도 그렇지 재질이 때가 잘 묻는 재질인 것 같긴하지만 좀 누가 발로 밟은 듯한 느낌이 드는 때가 묻어있어서 좀 찝찝했네요 그치만 잘 닦아내고 소독해서 사용하고 있어요 오래 사용할 수 있었으면 좋겠습니다,0,1
6684,7657,5.0,5.0,5.0,5.0,5.0,2021.06.05,배송 엄청 빠라요 그리고 의자도 정멀 편해요,0,1
6685,7658,5.0,5.0,5.0,5.0,5.0,2021.06.05,맘에둘어여 편하네여 뭘 놔얄듯 더러유질듯,0,1
6686,7659,5.0,5.0,5.0,5.0,5.0,2021.06.04,엄마 선물드렸는데 푹신하고 넘 편하다고 하시네욤,0,1
6687,7660,5.0,5.0,5.0,5.0,5.0,2021.06.03,수유의자로 구매했어요 정말 편하네요 수유끝나도 계속 앉아있게되네요,0,1
6688,7661,5.0,5.0,5.0,5.0,5.0,2021.06.03,조립이 좀 힘들었는데 너무 편해요 고양이가 더 좋아해요,0,1
6689,7662,5.0,5.0,5.0,5.0,5.0,2021.06.03,처음에 조립하는 게 너무 난감했는데 인터넷에 올라와있는 각종 조립 설명 블로그나 영상을 통해 훨씬 쉽게 조립할 수 있었어요 너무너무 이쁘고 푹신하고 편합니다 다만 흔들거리게 하는 것까지 사는 게 좋을 것 같다는 생각도 들긴 하네요 추천합니다,0,1
6690,7663,5.0,5.0,5.0,5.0,5.0,2021.06.02,마치 엄마품에 안겨있는기분이네요 발받침의자도 꼭 필요해요,0,1
6691,7664,5.0,5.0,5.0,5.0,5.0,2021.06.02,배송무지빠르고 친구선물 사줬는데 편하대요,0,1
6692,7665,5.0,5.0,5.0,5.0,5.0,2021.06.02,수유의자로 샀는데 편하고 좋아요 조립도 쉬웟어요,0,1
6693,7666,5.0,5.0,5.0,5.0,5.0,2021.06.02,수유의자로 엄청나게 잘 활용하고 있습니다,0,1
6694,7667,5.0,5.0,5.0,5.0,5.0,2021.06.02,너무 포근하고 디자인도 예쁘고 좋습니다 지인들에게 추천하고 싶습니다,0,1
6695,7668,5.0,5.0,5.0,5.0,5.0,2021.06.02,조립도 생각보다 간단하고 무엇보다 정말 편안하네요 여름용 커버도 시켰는데 사용 안할꺼 같아요 그것빼고 정말 다 마음에 들어요,0,1
6696,7669,5.0,5.0,5.0,5.0,5.0,2021.06.01,예쁘고 편하고 조립하기도 쉬워요 여름용 커버 안 샀으면 더웠을 것 같긴 하네욤,0,1
6697,7670,5.0,5.0,5.0,5.0,5.0,2021.06.01,왜 수유의자 수유의자 하는지 알겠더라고요 독서용으로 구매했는데 스툴까지 같이 쓰니깐 너무 편하고 좋네요,0,1
6698,7671,5.0,5.0,5.0,5.0,5.0,2021.06.01,만족하며 잘 쓰고 있습니다 한여름에는 좀 더울거 같아요,0,1
6699,7672,5.0,5.0,5.0,5.0,5.0,2021.05.31,아이보리색 의자 발받침 락킹프레임 주문했어요 배송도 빠르고 의자 조립도 어렵지않았는데 락킹프레임 하나가 이런 알수없는 오염이 묻어왔어요 의자다리랑 체결하는 부분 두쪽 머두 이런 갈색 얼룩이 묻어있었어요 큰 하자는 아니르 그냥 사용하기로 했지만 기분은 좋지않았습니다 의자 사용감은 매우 폭닥하고 발받침체어에 발을 올리면 무중력상태처럼 몸이 가볍게 느껴져요 높이가 정말 딱 맞네요 발받침은 꼭 같이사세요,0,1
6700,7673,5.0,5.0,5.0,5.0,5.0,2021.05.31,의자 완전 편해요 수유할때 좋을것같아요,0,1
6701,7674,5.0,5.0,5.0,5.0,5.0,2021.05.31,지금도 앉아서 리뷰써요 소문대로 마약의자입니다 너무 편해요,0,1
6702,7675,5.0,5.0,5.0,5.0,5.0,2021.05.30,편하고 좋아요,0,1
6703,7676,5.0,5.0,5.0,5.0,5.0,2021.05.30,의자가 너무 편안해서 앉으면 바로 잠들어 버립니다,0,1
6704,7677,5.0,5.0,5.0,5.0,5.0,2021.05.29,넓고 편하네요 색상도 생각했던거랑 같고 배송도 빨랐어요,0,1
6705,7678,5.0,5.0,5.0,5.0,5.0,2021.05.29,원래 2인 소파 살까 하다가 1인용소파중 이게 가장 평점이 좋아서 샀어요 흔들의자 너무 좋아요 흔들흔들 흔들 너무 편하고 지금 잠들어버리면 영원히 못일어,0,1
6706,7679,5.0,5.0,5.0,5.0,5.0,2021.05.28,너뮤 너뮤 맘에등어요 안락의자로 최고에뇨,0,1
6707,7680,5.0,5.0,5.0,5.0,5.0,2021.05.28,좋아요 좋아요 색감 이뻐요 배송빨라요,0,1
6708,7681,5.0,5.0,5.0,5.0,5.0,2021.05.28,임신부 친구에게 선물했는데 넘넘 좋아해요 편하고 안락하데요,0,1
6709,7682,5.0,5.0,5.0,5.0,5.0,2021.05.27,너무 편하고 좋아요 쇼파에 착 감기는 기분이에요,0,1
6710,7683,5.0,5.0,5.0,5.0,5.0,2021.05.27,고양이가 좋아하네요저는 앉지도 못해요 조립은 단순한데 힘이 많이 들엇어용 하지만 진짜 짱짱편하구 강추합니다,0,1
6711,7684,5.0,5.0,5.0,5.0,5.0,2021.05.26,완전 편하고 좋아요 푹신푹신 배송도 빠르고 조립도 쉽고 너무 만족 합니다 첨엔 흔들거려서 무서운데 적응 금방 햇음,0,1
6712,7685,5.0,5.0,5.0,5.0,5.0,2021.05.26,넘 편해요밥먹고 침대에 잇으면 자꾸 눕게 돼서 산건데 아주 유용합니다 바닥에 안앉아도 되고 같이 산 발받침대는 미니 테이블 올려서 천 덮고 테이블로 쓰고 있어요 바로 앞에 침대가 있어서 침대에 발올리면 돼서 때탈까봐 천을 올려두긴했는데 그냥 써도 예쁩니다 그리고 생각보다 크기가 커요 방 작으면 크기 많이 차지할듯,0,1
6713,7686,5.0,5.0,5.0,5.0,5.0,2021.05.26,작은 원룸에 편안한 의자 놓고 싶어서 고민하다가 리뷰가 좋아서 수유의자를 들였습니다 책읽을때 넷플볼때 편하고 아주 유용합니다 조립도 간편해요,0,1
6714,7687,5.0,5.0,5.0,5.0,5.0,2021.05.25,진짜 최고에요 이걸위해 방 구조도 싹 바꿨는데 후회 절대 안합니다 평소 책을 많이 읽는데 컴퓨터용 의자는 뭔가 불편하고 그렇다고 의자없이 앉아서 읽으려니 허리가 아프고 해서 찾다가 구매했는데 진짜 너무 좋습니다,0,1
6715,7688,5.0,5.0,5.0,5.0,5.0,2021.05.24,정말 너무너무 편하규 좋아요 앉아 본 사람들은 전부 탐내하네요 발받침을 같이 안산게 후회됩니다 돈이 아깝지 않아요 조립도 이정도면 어렵지 않은듯,0,1
6716,7689,5.0,5.0,5.0,5.0,5.0,2021.05.24,너무 맘에들어요 듣던대로 너무 편하네요,0,1
6717,7690,5.0,5.0,5.0,5.0,5.0,2021.05.23,사실 처음에는 캠핑제품을 만드는 업체라 반신반의 했는데 국민수유의자라는 말에 샀어요 만드는건 넘 간단했구 앉아보니 생각보다 튼튼한데 굉장히 편하더라구요 천도 싸구려가 아닌 고급스러워 보였어요 잠이 들기 넘 쉬운 의자인데 넘 오랫동안 앉으면 허리가 아프긴 하더라구요 허리를 강하게 받쳐주지 않아서 그런거 같아요 푹신한 의자의 어쩔수없는 숙명 사진에 보이는 것처럼 쿠션을 허리에 받쳐주면 좀 낫더라구요 암튼 강추 입니다 폭신폭신 구름에 앉아있는거 같아요,0,1
6718,7691,5.0,5.0,5.0,5.0,5.0,2021.05.23,발받침 혹시나 해서 사봤는데 정말 매일 사용하고 있어욯 한번 올리면 계속 올리게 되는 폭신한 의자 정말 좋아용,0,1
6719,7692,5.0,5.0,5.0,5.0,5.0,2021.05.23,정말편한 의자에요 가족들이 그 의자에만 앉으려고합니다 조립도 쉽고 아주 잘 사용중입니다 쿠션과 함께했는데 푹신하니 더 좋아요,0,1
6720,7693,5.0,5.0,5.0,5.0,5.0,2021.05.22,조립도 설명서 보고 금방 할만큼 쉽고 엄청 편해용,0,1
6721,7694,5.0,5.0,5.0,5.0,5.0,2021.05.22,너무 편하고 발걸이 안샀다가 후회되서 따로 재구매했어요 배송도 빠르고 조립도 쉬워요 이쁜,0,1
6722,7695,5.0,5.0,5.0,5.0,5.0,2021.05.21,너뮤너뮤너무 대박입니다 진짜 인생 질이 달라져요 힐링 제대러 합니다 감사해요,0,1
6723,7696,5.0,5.0,5.0,5.0,5.0,2021.05.20,배송도 빠르고 정말 편안하네요 안락하게 쉬기 딱이에용,0,1
6724,7697,5.0,5.0,5.0,5.0,5.0,2021.05.20,넘 편해요 마약의자 일어날수가없네오,0,1
6725,7698,5.0,5.0,5.0,5.0,5.0,2021.05.20,남자고 이런거 잘하는데도 조립하는게 약간 봉이 잘 안까워져서 번거로웠어요 제품 자체는 푹신하고 이쁘고 생각보다 커요 글고 배송이 담날 와서 놀람,0,1
6726,7699,5.0,5.0,5.0,5.0,5.0,2021.05.19,다들 우리집 오면 여기 앉아보고 일어나질 않아요 너무 편하대,0,1
6727,7700,5.0,5.0,5.0,5.0,5.0,2021.05.17,편하고 좋아요 그동안 왜 고민했는지 아쉬울따름입니다 안락하고 편해요 다만 앉는부분이 더 길었으면 그래서 더 폭들어가면 안락할것같다는 느낌은 드네요 넘좋습니다 하나더구매예정입니다,0,1
6728,7701,5.0,5.0,5.0,5.0,5.0,2021.05.17,편안한 쇼파가 필요했는데 비좁은 제방에 적당한 크기입니다 편안히 쉴수 있어 대 만족입니다,0,1
6729,7702,5.0,5.0,5.0,5.0,5.0,2021.05.16,넘 조아요 의자에 앉아잇는거 별로 안좋아하는데 이건 너무 편해요,0,1
6730,7703,5.0,5.0,5.0,5.0,5.0,2021.05.16,1인 소파 고민하다가 리뷰가 좋길래 구입했습니당 너무너무 편하고 좋습니다 오늘의집에서 구매한 제품중에 제일 맘에 들어요 색은 약간 거의 그레이이고 설치는 약간의 힘이 필요하지만 어렵진 않았어요 저는 구매하지 않았지만 다리받침대 같이 구매하면 최고일 것 같네요 잘쓸께요,0,1
6731,7704,5.0,5.0,5.0,5.0,5.0,2021.05.16,생각보다 크기가 크네요 흔들의자 프레임은 힘이 좀 들고 그외 여자 혼자 조립하기 가능 폭신하고 이쁘고 좋아요,0,1
6732,7705,5.0,5.0,5.0,5.0,5.0,2021.05.16,정말 너무 편해요이의자에 앉으면 나오질 못하겠어용,0,1
6733,7706,5.0,5.0,5.0,5.0,5.0,2021.05.15,출산이 임박해져서 수유의자로 구입했어요 너무 편해서 저 산후조리원에 있는 동안 신랑 영화볼 때 사용할 것 같아요 수유기간 끝나면 중고로 판매하려고 했는데 그냥 쭉 쓸 것 같아요,0,1
6734,7707,5.0,5.0,5.0,5.0,5.0,2021.05.15,선물해줬는데 너무 좋아하네요 흔들다리 재고가 없었어서 아쉬워요,0,1
6735,7708,5.0,5.0,5.0,5.0,5.0,2021.05.14,좋습니다,0,1
6736,7709,5.0,5.0,5.0,5.0,5.0,2021.05.14,생각보단 큽니다 옆으로 근데 너무편해용,0,1
6737,7710,5.0,5.0,5.0,5.0,5.0,2021.05.14,만족해요 앉아서 tv보기 넘 좋네요 방석을 같이 샀는데 저는 없이 앉는게 폭신하고 좋으네요 쿠션 꺼지면 그때나 써야겠어요 지금은 오히려 불편 키가 165인데 헤드받침 없는게 편하고 더 크신분 170이상은 있는게 편할거 같아요,0,1
6738,7711,5.0,5.0,5.0,5.0,5.0,2021.05.14,처음에는 너무 약해보여서 걱정했는데 조립하고 나니 성인남성 무게도 충분히 버티네요 가볍고 좋습니다,0,1
6739,7712,5.0,5.0,5.0,5.0,5.0,2021.05.14,와 진심 너무 편안하고 꼭 사세요 말이 수유 의자이지 마약의자입니다,0,1
6740,7713,5.0,5.0,5.0,5.0,5.0,2021.05.13,조립해야하지만 완성하고나니 의자가 가볍고 포근하니 좋네요 골든그레이색깔로 주문했는데 어두운 아이보리색 같아요,0,1
6741,7714,5.0,5.0,5.0,5.0,5.0,2021.05.13,이색 후기가 없어서 어떠카지 햇눈데 아요,0,1
6742,7715,5.0,5.0,5.0,5.0,5.0,2021.05.13,써보고 너무 좋아서 재구매했습니다 부모님집에 설치해드렸러요,0,1
6743,7716,5.0,5.0,5.0,5.0,5.0,2021.05.12,원단이 살짝 덥긴하겠지만 푹씬하고 좋아요 우리 개님이 자꾸 탐내서 거리두기 진행중이에요 푹씬하면 쉬해버리는 개님에게 이 의자는 위험해요,0,1
6744,7717,5.0,5.0,5.0,5.0,5.0,2021.05.12,설명서가 같이 안왔어요 그래도 조립하는방법은 쉬워서 하긴했는데 뭔가 이상해서 네이버에 쳐보고 따라했네요 하 여자 혼자 할 수 있는데 힘들긴합니다 근데 진짜 편해요,0,1
6745,7718,5.0,5.0,5.0,5.0,5.0,2021.05.12,수유의자로 쓰려고 삿고 남편이 필요하면 사자햇는데 그냥 삿어요 쇼파에 안앉고 자꾸 여기앉네요 참나,0,1
6746,7719,5.0,5.0,5.0,5.0,5.0,2021.05.12,쇼파가 반려견들 차지라 저를 위한공간으로 후기보고 구입했습니다 신랑이 설치 간단하게 해주고 앉아보니 이렇게 편할수가 수유는 안하지만 편해서 낮시간에도 잠시 낮잠자는 용으로도 좋아요 완전 굿입니다,0,1
6747,7720,5.0,5.0,5.0,5.0,5.0,2021.05.12,임신 9개월차인데 허리 통증이 나날이 심해져서 수유의자 먼저 구매해봤는데 너무 마음에 들어요 해먹에 앉아있는 느낌이랄까 육아 필수템인듯 싶어요,0,1
6748,7721,5.0,5.0,5.0,5.0,5.0,2021.05.11,오자마자 남편이 후다닥 조립해주었어요 앉아보니 편안해용 아직 아가가 태어나기 전이지만 수유할때 편할 것 같아요 강아지들도 좋은가봐요 하하 방석도 사고싶었는데 품절이라 못샀지만 만족합니당,0,1
6749,7722,5.0,5.0,5.0,5.0,5.0,2021.05.11,가격대비 만족합니다 생각보다 크네요 앉아 보니 진짜 편해요,0,1
6750,7723,5.0,5.0,5.0,5.0,5.0,2021.05.11,리뷰 계속 찾아보고 반신반의 하면서 샀는데 진작 살걸 그랬네요 넘 편해요 조립도 쉬웠구요 설명서대로 하면 돼요 조립하자마자 앉아 봤는데 넘 편하네요 곧 더워질거 같아서 여름 덮개도 같이 샀어요 머리 부분이 끼울수 있게 돼있어서 고정돼요,0,1
6751,7724,5.0,5.0,5.0,5.0,5.0,2021.05.11,몸이 소파에 착 안착돼서 편해요 아기 수유의자로 쓰려고 샀는데 남편이 더 좋아해요,0,1
6752,7725,5.0,5.0,5.0,5.0,5.0,2021.05.10,푹신하고 좋내요 만삭이라 배가불러서 앉아서 자는게 편하네요,0,1
6753,7726,5.0,5.0,5.0,5.0,5.0,2021.05.10,아주 이뻐요 색상도 이쁘고 흔들거리니까 좋고 가성비좋아서 만족해요,0,1
6754,7727,5.0,5.0,5.0,5.0,5.0,2021.05.10,어디서 봣는데 진짜 알려주기 시를정도로 너무너무 조음 가성비대비 워,0,1
6755,7728,5.0,5.0,5.0,5.0,5.0,2021.05.09,골드그레이 연한그레이색이에요 다리컬러 블랙이쁩니다 허리부분이 좀불편해서 쿠션대면 괜찬아요 조립 설명서는 보기어려워요 여자가 하기에 흔들프레임끼우고 땀나요 그래도 편안하고 좋아요,0,1
6756,7729,5.0,5.0,5.0,5.0,5.0,2021.05.09,깔끔하게 마감되고 아늑해서 잠이 솔솔 쏟아져요 좋아요 잘 선택했어요,0,1
6757,7730,5.0,5.0,5.0,5.0,5.0,2021.05.09,너무너무 편해서 부모님 도 하나 장만해드렸네요,0,1
6758,7731,5.0,5.0,5.0,5.0,5.0,2021.05.09,확실히 푹신하고 좋네요 조립도 어렵지 않아요,0,1
6759,7732,5.0,5.0,5.0,5.0,5.0,2021.05.09,아기 수유의자로 찰떡이에요 몸을 챡 감싸는 느낌이 넘 좋네요 그리고 발받침 무조건 사세요 저거 없으면 피자 시켰는데 콜라 안 온 느낌일 듯,0,1
6760,7733,5.0,5.0,5.0,5.0,5.0,2021.05.09,후기대로 정말 개 의자 됐어요 저도 많이 앉아보고싶어요 절대 안 내려와요 다시 엄마 뱃속으로 들어간 기분,0,1
6761,7734,5.0,5.0,5.0,5.0,5.0,2021.05.08,와 편하고 좋아요 산거 진짜 후회안됩니다 다들 사세용,0,1
6762,7735,5.0,5.0,5.0,5.0,5.0,2021.05.08,강아지가 자기가 앉겠대요 그래서 둘이 맨날 낑겨서 같이 앉아요,0,1
6763,7736,5.0,5.0,5.0,5.0,5.0,2021.05.07,겁나 안락하고 푹신해서 좋아요 근데 책상의자로 쓸려고 했는데 조금 낮아서 방석깔고 써야 할거 같아용,0,1
6764,7737,5.0,5.0,5.0,5.0,5.0,2021.05.07,가볍지만 결코 허술하진 않은것 같아요 베란다에 두고 사용하고 있습니다,0,1
6765,7738,5.0,5.0,5.0,5.0,5.0,2021.05.07,처음에 조립에서 어려움을 겪었지만 만들고나니 쉬운가였어요2인쇼파 사려했는데 적당한 가격에 편해보이는게 없어서 이걸 샀는데 푹신하니 만족합니다,0,1
6766,7739,5.0,5.0,5.0,5.0,5.0,2021.05.07,편하다고해서 구입했어요 진짜 편하네요,0,1
6767,7740,5.0,5.0,5.0,5.0,5.0,2021.05.06,칼러가 엄청 아담하고 이뻐요 커튼색과 조합이 좋아용,0,1
6768,7741,5.0,5.0,5.0,5.0,5.0,2021.05.06,생각보다 조립도 쉽고 괜찮아용 만들고 나서 앉앗다가 못 일어날뻔,0,1
6769,7742,5.0,5.0,5.0,5.0,5.0,2021.05.06,가성비 갑이에요,0,1
6770,7743,5.0,5.0,5.0,5.0,5.0,2021.05.06,너무편하고 이뻐요 조립도 쉬웠어요 좋은제품 감사합니다,0,1
6771,7744,5.0,5.0,5.0,5.0,5.0,2021.05.06,의자 진짜진짜 너무 편해요 조립이 간단하긴 한데 혼자하기엔 약간 당황할수 있을것 같아요 색깔도 깨끗한 아이보리여서 잘 사용할것 같아요,0,1
6772,7745,5.0,5.0,5.0,5.0,5.0,2021.05.06,와 너무편하고 좋아요 대만족 쇼파대신사길 너무잘했어요 개꿀,0,1
6773,7746,5.0,5.0,5.0,5.0,5.0,2021.05.05,배송도 빠르고 좋아요 푹신푹신 진짜좋아요,0,1
6774,7747,5.0,5.0,5.0,5.0,5.0,2021.05.05,편하고 좋아요 1인쇼파 사고싶었는데 특가보고 요거로 구매했어요 발받침대는 꼭 사야될듯해요,0,1
6775,7748,5.0,5.0,5.0,5.0,5.0,2021.05.05,푹신하고 앉아서 책 읽는데 흔들흔들 너무 좋아요 테라스에서 책 읽고 싶은데 야외에 의자를 계속 두기엔 툭하면 거미줄도 칠수 있고 먼지도 많이 생기고 신경쓰여서 평소엔 테라스 앞에 두고 필요할때 가지고 나가고 싶었고든요 근데 가벼워서 쉽게 가지고 나갈수 있어서 너무 좋았어요 오늘은 무슨일인지 어닝이 펼쳐지지 않아 그냥 실내에서 사용했지만 바람 솔솔 들어오는데 흔들의자에 앉으니 너무 좋네요,0,1
6776,7749,5.0,5.0,5.0,5.0,5.0,2021.05.05,배송은 이틀안에 왔고 조립하는데도 쉽더라구오,0,1
6777,7750,5.0,5.0,5.0,5.0,5.0,2021.05.05,배송 진짜 빨랐고 제품도 안전하게 포장돼서 왔어용 조립하는것도 설명서 보고 하니 엄청 쉽더라구요 조맂하고 바로 앉아봤는데 진짜 편해요 완전 추천,0,1
6778,7751,5.0,5.0,5.0,5.0,5.0,2021.05.05,곧 출산이라 수유의자로 유명해서 구입했습니다 확실히 의자는 편해요 근데 후기에 163164인 분들이 목없는게 편하다고 165이하는 머리도 안닿고 의자가 높아 다리도 땅에 안닿는다는 후기를 많이 봤거든요 전 165에 앉은 키가 크단 생각 안했는데 플러스를 구입했으면 더 좋았을듯 하네요 의자가 높아 발이 안닿기에 발받침 필수라던데 발받침 있으면 확실히 다리를 펴고 있을 수 있어 편하지만 바닥에 안닿을 정도로 의자가 높진 않아요 쿠션깔아도 발 전체가 바닥에 다 닿는데,0,1
6779,7752,5.0,5.0,5.0,5.0,5.0,2021.05.04,조립 쉽고 가벼워서 좋아요 푹신해요,0,1
6780,7753,5.0,5.0,5.0,5.0,5.0,2021.05.04,의자에 맞는 컬러가없어서 다르게샀는데 어색하지않고 이쁘네욥 모두 앉아보고는 편해서 못일어나겠다는 쇼파입니다짱편,0,1
6781,7754,5.0,5.0,5.0,5.0,5.0,2021.05.04,조립 쉽고 금방해요 설명서 있긴한데 그냥 참고용이고 설명이 어려워요 근데 그림이 잘 나와있어서 그거 보고 금방 따라했어요 튼튼하고 다 만들고 앉았는데 그냥 잠들어버렸어요 진짜 안 살 이유가 없어요,0,1
6782,7755,5.0,5.0,5.0,5.0,5.0,2021.05.04,애기 낳은 친구집에서 앉아보고 바로 구매 했어요 정말 편해요 앉아 있으면 잠이와요 쿠션은 없는게 더 편해요,0,1
6783,7756,5.0,5.0,5.0,5.0,5.0,2021.05.04,생각보다 조립도 쉬웠고 편하네요책상의자로 쓰려고 샀는데 책보다 잘거,0,1
6784,7757,5.0,5.0,5.0,5.0,5.0,2021.05.04,처음 조립할 때 내부 처음보고 내구성이 부실할까봐 앉을 때 조심히 앉아봤는데 겁나 튼튼하더라구욬 튼튼하고 머리까지 받쳐주고 너무 안락해요 그래서 큰일입니다 집에만 오면 여기 앉아서 일어날 생각을 안해서 밥하기도 귀찮다고 배달만 자꾸 시키고 지인이 오더니 뿅 가서 올 때마다 꼼짝 안하고 앉아있다가 더 있다간 눌러앉겠다고 무섭다고 집에 일찍 가요헝 재질은 스웨이드 같은 재질이라 더 안락한 느낌을 주는 거 같긴 한데 탈착도 가능하니 다양한 커버 디자인이나 재질이 나왔음 좋겠다는 개인적인 생각을 함께 남기며 또 눌러앉아서 배달 시키러 갑니다 뿅,0,1
6785,7758,5.0,5.0,5.0,5.0,5.0,2021.05.03,아기 이제 100일인데 수유하기 넘 힘들어서 샀어요 완전 편하네요 수유하다가 애기도 자고 저도 잠들었어요,0,1
6786,7759,5.0,5.0,5.0,5.0,5.0,2021.05.03,아주저나뇨 너무 편해요꺅 여기서 하루종일 앉아있야용,0,1
6787,7760,5.0,5.0,5.0,5.0,5.0,2021.05.02,배송도 빠르고 편하고 진짜 최고에여 잠 완전잘옴,0,1
6788,7761,5.0,5.0,5.0,5.0,5.0,2021.05.02,흔들프레임 조립할때 바닥에 옆으로 눕혀놓고 의자무게로 누르면서 하면 쉬워요 커버까지 다 사면 20만원인데 가심비로 사셔야 할 듯 해요,0,1
6789,7762,5.0,5.0,5.0,5.0,5.0,2021.05.01,초보맘입니다 이 쇼파덕분에 제 허리가 좀 살아있네요 양쪽 팔걸이에 앉히기도 하고 수유시트 이용해서 걸터먹이고 잘 사용하고있어요 아가 50일 넘었는데 찡찡이모드일땐 안고 여기 쇼파에 기대서 누워있어요 유용해요,0,1
6790,7763,5.0,5.0,5.0,5.0,5.0,2021.04.30,임신부라 너무 편해요 사용하기 꼬리뼈 아픈게 조금 완화되요,0,1
6791,7764,5.0,5.0,5.0,5.0,5.0,2021.04.29,제가 원래 이런거 리뷰 길게 쓰는 편인데 이거는 길게 쓸 필요가 없네요 한참 고민하고 샀는데 고민할 필요가 없었어요 빨리사세오,0,1
6792,7765,5.0,5.0,5.0,5.0,5.0,2021.04.29,넘나 편안하고 좋습니다 임신때 진작 살껄 후회중이네요 의자랑 발받침 둘다 꼭 필수네요 강추입니다,0,1
6793,7766,5.0,5.0,5.0,5.0,5.0,2021.04.29,의자가 너무 폭신하고 화려한 조명이 나를 감싸는 것 같아서 좋아요 동생이 한번 앉아보고 쿠팡으로 바로 시켜버렸어요 의자 너무 좋아요 주변에 추천하고 있습니다 설명서가 따로 안오는 게 아쉬웠어요,0,1
6794,7767,5.0,5.0,5.0,5.0,5.0,2021.04.28,강아지가 편안한지 아침에 일어나보니 이렇게 편안하게 자고 있네요,0,1
6795,7768,5.0,5.0,5.0,5.0,5.0,2021.04.27,조립도 쉽고 배송도 빨라요 엄청 편하다고 유명해서 샀더니 진짜 편해요,0,1
6796,7769,5.0,5.0,5.0,5.0,5.0,2021.04.27,푹신하고 편해요 이위에서 소설읽으면 시간이 정말 빨리가요 굿,0,1
6797,7770,5.0,5.0,5.0,5.0,5.0,2021.04.27,실제로 보니 크긴 크네요 듣던 대로 너무 편하고 잠 잘 올 것 같아요,0,1
6798,7771,5.0,,,,,2021.04.26,정말 편해서 항상 여기에 앉아있어요,0,1
6799,7772,5.0,5.0,5.0,5.0,5.0,2021.04.25,배송 엄청빠르고 의자도 좋아요 앉는 쿠션 같이사면 좋을 것 같아요,0,1
6800,7773,5.0,5.0,5.0,5.0,5.0,2021.04.24,배송도 빠르고 조립도 쉬워서 금방 했어요 너무 편해요,0,1
6801,7774,5.0,5.0,5.0,5.0,5.0,2021.04.24,오늘의집에서 3년전에 샀던 2인용 쇼파 가운데 쿠션이 푹 꺼진후로 허리도 불편하고 망가져서 새로 봤는데 겁나 편함요 후 다리 받침용 필수인듯 때 탈까봐 블랭킷 사러 들어왔다가 리뷰 남겨요,0,1
6802,7775,5.0,5.0,5.0,5.0,5.0,2021.04.24,폭신폭신 너무 좋아요 쇼파보다 훨씬 좋고편하용 많이파세옹,0,1
6803,7776,5.0,5.0,5.0,5.0,5.0,2021.04.23,1인소파랑 고민하다가 고린 수유 의자 친구 집에서 앉아보고 너무 편해서 주문하게 됐어요 조립하는게 마냥 쉽진 않았는데 진짜 편하네요 침대에 누워있다 잠들던 일상에서 이젠 앉아서 시간 보내고 휴식 하고 누워요 좋아요,0,1
6804,7777,5.0,5.0,5.0,5.0,5.0,2021.04.23,조리원에서 써보고 집에와서 구매의사가 있어 알아보다가 바로 구매했어요 역시나 너무 만족스러웠어요 쇼파자체가 이쁘고 분위기도 살려주네요 아기분유 먹일때 너무편해요,0,1
6805,7778,5.0,5.0,5.0,5.0,5.0,2021.04.22,너무 편하고 좋아요 옮기기에도 가볍고 좋습니다,0,1
